Article,Journal
9609189,Phys.Rev.
9609202,Nucl.Phys.
9904059,J.Phys.
9308041,Int.
9701084,Mod.Phys.Lett.
9705227,Nucl.Phys.Proc.Suppl.
9606053,Phys.Rev.
203169,Nucl.Phys.
9205102,Class.Quant.Grav.
111280,Int.J.Mod.Phys.
9405117,Nucl.Phys.
9505114,Phys.Rev.
104087,Nucl.Phys.
9305152,Phys.
9905186,Phys.Rev.
9811199,Adv.Theor.Math.Phys.
109209,JHEP
9412062,Nucl.
9512017,Phys.Lett.
9411237,Mod.Phys.Lett.
9610046,Phys.Rev.
9612147,Phys.Rev.Lett.
10156,Phys.Rev.
103261,Phys.Rev.
3081,Nucl.Phys.
109216,Phys.Rev.
9711006,Phys.Lett.
9801071,Class.Quant.Grav.
9405118,Phys.Lett.
9709027,Nucl.Phys.
201153,JHEP
9806068,Nucl.Phys.
9802126,Phys.Lett.
9711052,Phys.Rev.Lett.
9607148,Nucl.Phys.Proc.Suppl.
9207073,Phys.Lett.
9206077,Phys.Lett.
101095,Phys.Rev.
9608138,Nucl.Phys.
103144,Nucl.Phys.
9411040,J.Math.Phys.
112211,Mod.Phys.Lett.
208204,JHEP
9905015,Nucl.Phys.
9712138,Nucl.Phys.
9311164,Phys.Rev.
9909086,Phys.Rev.
205187,Int.J.Mod.Phys.
12225,Mod.Phys.Lett.
9609025,Phys.Lett.
9803257,Phys.Rev.
9510089,Phys.Lett.
104137,Phys.Rev.
9410190,J.Math.Phys.
9403164,Z.Phys.
9203066,Mod.
9711077,Nucl.Phys.Proc.Suppl.
102156,Phys.Lett.
9703150,Phys.Lett.
201060,Nucl.Phys.
9806023,Phys.Rev.
111210,JHEP
9304155,Nucl.Phys.
9703213,Nuovo
9306052,Nucl.Phys.
9506074,Nucl.Phys.
9502005,J.Math.Phys.
9311131,Phys.Rev.
9605096,Nucl.Phys.
9508011,J.Math.Phys.
208101,Class.Quant.Grav.
12181,J.Phys.
9805178,Mod.Phys.Lett.
9306028,Nucl.
111233,J.Phys.
9906047,JHEP
9702156,Nucl.Phys.
111121,JHEP
10221,JHEP
9505181,Mod.
208010,JHEP
9705040,Nucl.Phys.
9510060,Class.Quant.Grav.
9710164,Phys.Lett.
109063,JHEP
9512097,J.Phys.
9406139,Phys.Rev.
9704159,Lett.Math.Phys.
202174,Phys.Rev.
9812089,Nucl.Phys.
106239,Int.J.Mod.Phys.
9601011,Nucl.Phys.
9511197,Phys.Rev.
9807009,Mod.Phys.Lett.
9607041,Phys.Lett.
9807100,Phys.Rev.
9604111,Phys.Rev.
107163,Int.J.Mod.Phys.
9204021,Mod.
9603091,Phys.Lett.
203182,Phys.Lett.
9601100,Phys.Lett.
9403012,Nucl.Phys.
9509036,Phys.Lett.
111036,Class.Quant.Grav.
9703067,Phys.Lett.
9910005,Prog.Theor.Phys.
9805087,Class.Quant.Grav.
9407032,J.Phys.
9603108,Phys.Lett.
9806111,Prog.Theor.Phys.
105313,Phys.Lett.
9402123,Phys.Lett.
9707050,Nucl.Phys.
9912088,Phys.Lett.
9911163,Phys.Lett.
205083,Phys.Rev.
103202,JHEP
9209043,Nucl.
9607198,Phys.Lett.
9703089,Class.Quant.Grav.
9406056,Nucl.Phys.
9801130,Mod.Phys.Lett.
9403146,Phys.Rev.
9907183,Nucl.Phys.
9710229,Phys.Lett.
9905219,Mod.Phys.Lett.
101077,Phys.Lett.
101090,Phys.Lett.
101043,Phys.Rev.
9710056,J.Phys.
112087,Phys.Rev.
102046,Nucl.Phys.
205109,Phys.Lett.
9503023,J.Math.Phys.
9812185,Prog.Theor.Phys.
101067,Prog.Theor.Phys.
9509005,Phys.Rev.
9712222,J.Phys.
9905171,J.Phys.
9511118,J.Geom.Phys.
9806116,Phys.Lett.
9711123,Mod.Phys.Lett.
9512122,J.Math.Phys.
9712085,Nucl.Phys.
210269,JHEP
9808003,Eur.Phys.J.
9710013,Mod.Phys.Lett.
9702025,Phys.Rev.
209154,J.Phys.
9504018,Phys.
101139,Int.J.Mod.Phys.
9311004,Theor.Math.Phys.
9701172,Phys.Rev.
9710144,Mod.Phys.Lett.
9208065,Int.
9701137,Nucl.Phys.
9811053,Phys.Lett.
205173,Phys.Rev.
107052,J.Phys.
204187,Phys.Lett.
9402040,J.Math.Phys.
9904107,Mod.Phys.Lett.
9303049,Prog.Theor.Phys.
9811120,JHEP
9310099,Phys.
106281,Nucl.Phys.
9710061,J.Math.Phys.
9308122,Commun.Math.Phys.
105044,Phys.Rev.
9905080,Phys.Lett.
9303132,J.Math.Phys.
205189,Phys.Lett.
203087,Phys.Rev.
9511166,Nucl.Phys.
9912063,Phys.Rev.
108159,Annals
10202,Phys.Lett.
9508149,Phys.Rev.
110288,JHEP
9601150,Nucl.Phys.
9304102,Phys.Lett.
9505006,Phys.Lett.
9903154,Mod.Phys.Lett.
9607089,Phys.Lett.
9510039,Nuovo
9305048,Mod.Phys.Lett.
9601003,Nucl.Phys.
9501035,J.Phys.
8043,Phys.Lett.
9403021,Commun.Math.Phys.
9504066,Nucl.Phys.
9508010,Int.J.Mod.Phys.
9809066,Phys.Rev.
9304161,Phys.Lett.
5061,Phys.Lett.
212089,JHEP
9902170,Phys.Rev.
107173,Phys.Rev.
9506201,Int.J.Mod.Phys.
9307140,Phys.
9405176,Phys.Rev.
9709182,Phys.Lett.
9603170,Nucl.Phys.
11055,J.Phys.
110110,Nucl.Phys.
9201007,Nucl.Phys.
9909077,JHEP
9712236,Phys.Lett.
9606093,Phys.Rev.
9506073,Int.J.Mod.Phys.
9709009,Phys.Rev.
9904118,JHEP
9301054,Nucl.
9704193,Fortsch.Phys.
9503163,Nucl.Phys.
9610116,Annals
208192,Phys.Rev.
201159,JHEP
9304013,Phys.Rev.
9702198,Nucl.Phys.
9202031,Phys.
9206053,Phys.Lett.
9512060,Phys.Lett.
209084,Phys.Lett.
1077,Nucl.Phys.Proc.Suppl.
9212068,Phys.Rev.
102033,Nucl.Phys.Proc.Suppl.
9412212,Phys.
9512223,Nucl.Phys.Proc.Suppl.
2258,JHEP
9612117,Nucl.Phys.
9911205,Class.Quant.Grav.
9804081,Phys.Lett.
9806195,Nucl.Phys.
204023,Nucl.Phys.
9912192,Phys.Rev.
9512118,Phys.Lett.
9712201,Phys.Rev.
9808185,Prog.Theor.Phys.
109057,JHEP
9407139,Annals
9803017,Class.Quant.Grav.
9511077,Nucl.Phys.
9804157,Phys.Lett.
9712120,Prog.Theor.Phys.
109066,Mod.Phys.Lett.
7035,JHEP
9805025,Eur.Phys.J.
9312027,Theor.Math.Phys.
9604173,J.Phys.
9211102,Phys.Lett.
9710037,Mod.Phys.Lett.
211101,JHEP
9511106,Z.Phys.
9304050,Int.J.Mod.Phys.
9702024,Phys.Lett.
2088,Annals
9904215,Theor.Math.Phys.
107229,Phys.Lett.
211092,Phys.Lett.
107240,Phys.Rev.
9612122,Nucl.Phys.
9708129,Theor.Math.Phys.
9311100,Phys.Rev.
9312114,Nucl.Phys.
9706066,Class.Quant.Grav.
9710131,Prog.Theor.Phys.
9601160,Phys.Rev.
9405109,Commun.Math.Phys.
111156,Phys.Rev.
204038,JHEP
9911153,Nucl.Phys.
9704063,Phys.Lett.
9306013,Nucl.Phys.
9906151,JHEP
7092,Phys.Lett.
9809074,Nucl.Phys.
9908147,Nucl.Phys.
9406101,Nucl.Phys.
9711164,Nucl.Phys.
9810219,Nucl.Phys.
9807044,Mod.Phys.Lett.
109108,Phys.Lett.
9302023,Nucl.Phys.
9902074,JHEP
9912202,J.Math.Phys.
5237,Class.Quant.Grav.
9411228,Phys.Lett.
9706144,Phys.Lett.
9302010,Mod.Phys.Lett.
9404037,Phys.Lett.
9705084,Phys.Rev.Lett.
9212022,J.Math.Phys.
9709017,Phys.Lett.
9708126,Nucl.Phys.
7144,Phys.Rev.
9910141,Phys.Rev.Lett.
9312172,Phys.Rev.
9804101,Phys.Lett.
9308086,Mod.Phys.Lett.
9203029,Phys.Rev.
9610109,Phys.Rev.
9710168,J.Geom.Phys.
9807205,JHEP
105118,Phys.Lett.
105135,Nucl.Phys.
109006,Eur.Phys.J.
9505154,Phys.Lett.
9903237,Phys.Rev.
9906020,JHEP
211257,JHEP
9811167,JHEP
103214,J.Phys.
9906019,Int.J.Mod.Phys.
9905020,Nucl.Phys.
9802004,Phys.Rev.
109062,Int.J.Mod.Phys.
9510222,Nucl.Phys.
9702125,Phys.Lett.
9705141,Phys.Lett.
9811246,Phys.Lett.
2123,Nucl.Phys.
107006,Phys.Rev.
9901055,Nucl.Phys.
9705155,Int.J.Mod.Phys.
9505107,Z.Phys.
1189,Adv.Theor.Math.Phys.
9911208,Nucl.Phys.Proc.Suppl.
9512200,Int.J.Mod.Phys.
105058,JHEP
9808007,Phys.Lett.
101178,Phys.Lett.
203005,JHEP
9805218,Phys.Rev.
202200,Nucl.Phys.
110089,Phys.Rev.
8049,Phys.Rev.
9204039,Class.Quant.Grav.
9304042,Theor.Math.Phys.
201042,Phys.Lett.
9307151,Nucl.Phys.
9603162,Phys.Lett.
9606142,Nucl.Phys.Proc.Suppl.
9509142,Phys.Rev.
9802081,Phys.Rev.
9312039,Int.J.Mod.Phys.
9305038,Mod.Phys.Lett.
6230,Phys.Rev.
9804105,Nucl.Phys.
9810255,Acta
9505011,J.Phys.
9807180,J.Phys.
9907082,Nucl.Phys.
9909032,JHEP
9910119,J.Math.Phys.
9709222,Nucl.Phys.Proc.Suppl.
2101,Phys.Lett.
107103,Nucl.Phys.
206182,JHEP
9712161,Phys.Lett.
106097,Phys.Rev.
9605175,Mod.Phys.Lett.
10176,Annals
9506179,Int.J.Mod.Phys.
109086,Phys.Lett.
9409104,Phys.Rev.
9303068,Phys.Rev.
2130,Phys.Lett.
106266,Nucl.Phys.
9706056,J.Math.Phys.
9808056,JHEP
9907133,Adv.Theor.Math.Phys.
102032,Phys.Rev.
9704092,Mod.Phys.Lett.
210281,Phys.Lett.
9507027,Phys.Lett.
9505082,Phys.
201152,Phys.Rev.
9706198,Phys.Lett.
9610047,Prog.Theor.Phys.
9709089,Phys.Lett.
9506192,Nucl.Phys.
9311020,Int.
9504093,Mod.
9304039,Int.J.Mod.Phys.
9911019,Nucl.Phys.
9704124,J.Phys.
12238,Phys.Lett.
12016,JHEP
204075,JHEP
9307183,Int.J.Mod.Phys.
9908175,JHEP
9608127,Nucl.Phys.
207241,Phys.Rev.
9511162,Phys.Lett.
9803224,Phys.Lett.
9141,Nucl.Phys.
9202090,Phys.Rev.
202037,JHEP
9903149,Phys.Lett.
9907066,Phys.Rev.Lett.
4199,Nucl.Phys.
9806054,Nucl.Phys.
9907209,Phys.Rev.Lett.
9505005,Nucl.
9710053,Nucl.Phys.
9511064,Phys.Lett.
9511117,Nucl.Phys.
209150,Nucl.Phys.
9309002,Nucl.Phys.
106004,Nucl.Phys.
9809078,Nucl.Phys.
9601035,Nucl.Phys.
9810178,Int.J.Theor.Phys.
8102,Mod.Phys.Lett.
9310019,Class.Quant.Grav.
9504086,Phys.Rev.
9909109,Nucl.Phys.
9805020,Nucl.Phys.
209099,JHEP
104262,Phys.Rev.
9605212,Phys.Lett.
9512046,Phys.Lett.
202073,JHEP
9906051,Phys.Lett.
9405090,Mod.Phys.Lett.
9804192,Mod.Phys.Lett.
9810184,Mod.Phys.Lett.
9307064,Phys.Lett.
9809067,Phys.Lett.
208059,Phys.Lett.
2156,Phys.Lett.
9309016,Phys.Rev.
106014,Phys.Rev.
9702109,Phys.Rev.
9610038,Lett.Math.Phys.
9603169,Commun.Math.Phys.
9706076,Nucl.Phys.
9406066,J.Phys.
210029,JHEP
6242,Nucl.Phys.
9904142,JHEP
9804044,Fortsch.Phys.
9403195,J.Math.Phys.
9410104,Phys.Lett.
9502143,Class.Quant.Grav.
9204101,Phys.Rev.
9804046,Int.J.Mod.Phys.
9211095,Phys.Rev.
203058,Phys.Lett.
9406153,Prog.Theor.Phys.
9808169,Phys.Lett.
9407083,J.Phys.
9803090,Class.Quant.Grav.
9803065,JHEP
9804125,Nucl.Phys.
210195,J.Phys.
9810063,Lett.Math.Phys.
9505150,Int.J.Mod.Phys.
9906055,JHEP
5036,JHEP
207092,Phys.Lett.
9809094,Annals
9410010,Nucl.Phys.
9808128,JHEP
108234,Nucl.Phys.
9910080,JHEP
109160,J.Phys.
201048,JHEP
103241,Mod.Phys.Lett.
106155,Nucl.Phys.
9508106,Int.J.Mod.Phys.
9808034,Nucl.Phys.
2186,JHEP
9805214,J.Phys.
9807124,Nucl.Phys.
9403008,Phys.Lett.
9904134,Mod.Phys.Lett.
4183,Nucl.Phys.
209030,Nucl.Phys.
108075,JHEP
9404050,Nucl.Phys.
203216,JHEP
9706172,Commun.Math.Phys.
9309085,Class.Quant.Grav.
9505013,Phys.Rev.
9710090,Eur.Phys.J.
9612174,Int.J.Mod.Phys.
105210,Theor.Math.Phys.
9402061,Phys.
9511101,Int.J.Mod.Phys.
9710091,Annals
9604070,Nucl.Phys.
9705223,Nucl.Phys.
9407178,Mod.Phys.Lett.
9507007,Phys.Rev.
9201028,Phys.Rev.
9806145,Class.Quant.Grav.
9605026,Commun.Math.Phys.
112013,Phys.Rev.
103019,JHEP
9606081,Int.J.Mod.Phys.
205067,Phys.Rev.
9811140,Nucl.Phys.
9710135,Nucl.Phys.Proc.Suppl.
9608116,Nucl.Phys.
9808112,Acta
9812008,Phys.Rev.
9402077,Phys.Lett.
9603192,Phys.Rev.
9508096,Nucl.Phys.
9810224,Phys.Rev.
9201065,Nucl.
9702112,J.Math.Phys.
9411011,Mod.
106142,Phys.Lett.
106220,Phys.Rev.
107212,Nucl.Phys.
9710231,Nucl.Phys.Proc.Suppl.
9701158,Phys.Lett.
9607032,Nucl.Phys.
9709166,Phys.Rev.
9811088,Class.Quant.Grav.
9911183,JHEP
8123,JHEP
9810129,JHEP
9801126,J.Phys.
9609230,Mod.Phys.Lett.
9805204,Phys.Rev.
9810211,Nucl.Phys.
107045,Int.J.Mod.Phys.
9612250,Phys.Rev.
5067,JHEP
209036,Phys.Rev.
9502036,Mod.Phys.Lett.
9304152,Phys.Rev.
204030,Phys.Lett.
9602136,Phys.Rev.
9904176,Phys.Lett.
12037,J.Math.Phys.
9912262,Phys.Lett.
9610113,Phys.Lett.
9612001,Int.J.Mod.Phys.
201027,Phys.Lett.
109080,Phys.Lett.
9806233,Phys.Lett.
9906032,Int.J.Mod.Phys.
11050,Eur.Phys.J.
107053,Phys.
11236,JHEP
206076,J.Phys.
9504024,Phys.Lett.
9811172,Nucl.Phys.
10154,JHEP
9612073,Phys.Rev.
9503217,Commun.Math.Phys.
9911026,Phys.Lett.
9801125,Phys.Rev.
9602111,Phys.Lett.
9605080,Mod.Phys.Lett.
9312110,Phys.Rev.
9809115,Phys.Lett.
10089,Lett.Math.Phys.
210035,JHEP
112158,Nucl.Phys.
9601124,J.Math.Phys.
205303,Mod.Phys.Lett.
9410029,Commun.Math.Phys.
9804084,Int.J.Mod.Phys.
9912061,Nucl.Phys.Proc.Suppl.
12060,Phys.Rev.
111059,Eur.Phys.J.
9606102,Phys.Lett.
9506022,Phys.Lett.
108016,Nucl.Phys.
12206,J.Phys.
9702050,Phys.Lett.
9704030,Nucl.Phys.
9609122,J.Geom.Phys.
9710029,Phys.Lett.
5147,JHEP
9407113,Nucl.Phys.
9605228,Mod.Phys.Lett.
9901087,Phys.Rev.
110193,Class.Quant.Grav.
9412145,Phys.
9710124,Phys.Lett.
9910228,Nucl.Phys.
9610146,Int.J.Mod.Phys.
110143,Phys.Rev.
9508041,J.Math.Phys.
9212132,Prog.Theor.Phys.
9511044,Int.
9308127,Nucl.Phys.
9207064,Mod.Phys.Lett.
9902011,Nucl.Phys.
9404003,Phys.Lett.
9312036,Mod.Phys.Lett.
9908162,Phys.Lett.
9711114,Nucl.Phys.
1088,Phys.Rev.
9610080,Phys.Rev.
103166,J.Phys.
9607085,Commun.Math.Phys.
9309043,J.Math.Phys.
9709206,Nucl.Phys.Proc.Suppl.
9902068,JHEP
9505034,Phys.
108029,Phys.Rev.
205244,JHEP
9905038,Adv.Theor.Math.Phys.
9603158,Nucl.Phys.
9304067,Int.
5065,Nucl.Phys.
107243,Phys.Rev.
212311,Phys.Lett.
9612157,Nucl.Phys.
9510184,Nucl.Phys.
9912237,Nucl.Phys.
9608059,Phys.Rev.
9511015,Phys.Rev.
9701144,Mod.Phys.Lett.
9704043,Nucl.Phys.
9606144,Int.J.Mod.Phys.
102050,Acta
9911239,Commun.Math.Phys.
106110,Lett.Math.Phys.
9204083,J.Geom.Phys.
203185,Phys.Lett.
9303017,Nucl.Phys.
9212115,Commun.Math.Phys.
9410171,Prog.Theor.Phys.
204096,Phys.Lett.
10293,Commun.Math.Phys.
9504057,Phys.
9407131,Nucl.Phys.
9708048,Nucl.Phys.
9407129,J.Math.Phys.
9702051,Nucl.Phys.
9705047,Phys.Lett.
9405126,Commun.Math.Phys.
9203056,Phys.Rev.Lett.
9709186,Phys.Rev.
9605232,Nucl.Phys.
9509014,Mod.Phys.Lett.
9808141,JHEP
9512081,Nucl.Phys.
9906224,Phys.Lett.
8070,Phys.Rev.
9408073,Phys.Rev.
104201,Phys.Rev.
9508029,Phys.Rev.
9506078,Int.J.Mod.Phys.
205040,Phys.Rev.Lett.
3177,Nucl.Phys.
9601079,Mod.Phys.Lett.
11118,Phys.Rev.Lett.
203210,Phys.Rev.
10022,Phys.Lett.
203052,JHEP
9709049,Phys.Lett.
111089,Phys.Rev.
9808020,JHEP
9069,Annals
9307160,Nucl.
9702132,Mod.Phys.Lett.
206146,Phys.Rev.Lett.
9404059,Nucl.Phys.
209037,Phys.Rev.
104081,Class.Quant.Grav.
10179,Nucl.Phys.
9406044,J.Math.Phys.
9506132,Int.J.Mod.Phys.
202151,JHEP
9803232,Nucl.Phys.
9412095,Phys.Lett.
9711144,Phys.Rev.
9707248,Prog.Theor.Phys.
9710250,Nucl.Phys.
9906236,Nucl.Phys.
9710087,Phys.Rev.
102054,Int.J.Mod.Phys.
9302020,Nucl.Phys.
3123,Theor.Math.Phys.
4061,Phys.Lett.
9910020,Nucl.Phys.
9910013,Annals
9911213,J.Phys.
9608076,Phys.Lett.
9304143,Lett.Math.Phys.
9401094,Phys.Rev.
211272,Prog.Theor.Phys.
9301114,Nucl.Phys.
9611097,Phys.Lett.
9404034,Mod.Phys.Lett.
9605089,Phys.Rev.
9603204,Nucl.Phys.
9303077,Int.
7168,Nucl.Phys.
9508015,Phys.Rev.
5179,Phys.Lett.
9709086,J.Phys.
9904180,Phys.Rev.
9606138,Nucl.Phys.
9907166,Phys.Lett.
9507169,Phys.Lett.
207098,Int.J.Mod.Phys.
9603177,Phys.Rev.
208126,Phys.Rev.Lett.
9606184,Phys.Lett.
9512219,Nucl.Phys.
9603088,Nucl.Phys.
9602124,Phys.Rev.
9909146,Nucl.Phys.
9603010,Commun.Math.Phys.
9512121,Nucl.Phys.
9305116,Mod.Phys.Lett.
9809065,Phys.Rev.
2078,Nucl.Phys.Proc.Suppl.
9703192,Phys.Rev.
9406215,Int.J.Mod.Phys.
9408046,Phys.Lett.
9602090,Phys.Rev.
9304046,Phys.Rev.
9610012,Int.J.Mod.Phys.
206184,Prog.Theor.Phys.
110286,Phys.Rev.
7105,Phys.Lett.
9403113,Mod.Phys.Lett.
9404114,Phys.Lett.
9905194,Mod.Phys.Lett.
9305112,Phys.Lett.
9909206,Int.J.Mod.Phys.
203104,Phys.Lett.
106020,Int.J.Mod.Phys.
9808055,Phys.Lett.
9301087,Nucl.
9306057,Int.
1211,Phys.Rev.
101149,Mod.Phys.Lett.
9305039,Phys.
9212088,Nucl.Phys.
108126,Nucl.Phys.
202105,Class.Quant.Grav.
9403121,Phys.Rev.
9906156,Phys.Lett.
109210,J.Geom.Phys.
9015,Phys.Lett.
9611142,Phys.Rev.
207217,Theor.Math.Phys.
109070,Phys.Rev.
210054,JHEP
105151,Nucl.Phys.
8064,Phys.Rev.
9405051,Mod.Phys.Lett.
4056,Phys.Lett.
5127,Phys.Rev.
9307038,Nucl.Phys.
3158,Phys.Rev.
9411152,Phys.Rev.
8131,Phys.Rev.Lett.
9902165,Nucl.Phys.
9812172,Nucl.Phys.
9807199,Nucl.Phys.
9509056,J.Phys.
102130,JHEP
9610105,Nucl.Phys.
9411216,Phys.
1041,JHEP
9305016,Phys.Rev.Lett.
9204048,Phys.
9406199,Phys.Rev.Lett.
9701191,Phys.Rev.
9705204,Int.J.Mod.Phys.
204245,Int.J.Mod.Phys.
9802064,Phys.Lett.
210039,Prog.Theor.Phys.
9710020,Phys.Lett.
3223,JHEP
208232,Phys.Rev.
9504046,Phys.
9502054,Class.Quant.Grav.
109220,J.Phys.
9305145,Mod.Phys.Lett.
108174,Phys.Rev.Lett.
9902035,Phys.Rev.
9303061,Mod.Phys.Lett.
9609125,Nucl.Phys.
208029,Nucl.Phys.
9405154,Phys.Lett.
9702030,Nucl.Phys.
207283,Phys.Rev.
9911088,Phys.Rev.
9912024,Phys.Rev.
208163,Nucl.Phys.
9702088,Nucl.Phys.
9912047,Prog.Theor.Phys.
11252,Mod.Phys.Lett.
9208006,J.Math.Phys.
9712086,JHEP
9505003,Phys.Rev.
9412039,J.Phys.
9506193,Nucl.Phys.
9908047,JHEP
207178,JHEP
9310169,Mod.Phys.Lett.
101026,Fortsch.Phys.
112048,Class.Quant.Grav.
9407183,Phys.Lett.
109100,JHEP
9605019,J.Phys.
9304108,J.Phys.
9807115,Nucl.Phys.
9809061,Phys.Rev.
107021,Class.Quant.Grav.
9403088,Nucl.Phys.
212230,JHEP
9802125,Phys.Rev.
9903214,Nucl.Phys.
9610086,Phys.Rev.
205004,JHEP
9705119,Int.J.Mod.Phys.
9510233,Phys.Lett.
111257,J.Math.Phys.
9907030,Nucl.Phys.
112020,JHEP
9508034,Nucl.Phys.
202136,Phys.Rev.
206072,JHEP
9505065,Phys.Rev.
206219,Phys.Rev.
9901144,Phys.Rev.
9209030,Mod.Phys.Lett.
9602003,J.Math.Phys.
9602130,Phys.
9403154,Lett.Math.Phys.
9601016,Nucl.Phys.
1080,Phys.Rev.
9803127,Phys.Lett.
9709145,Phys.Lett.
9606017,Phys.Lett.
9305173,Int.
207246,Phys.Lett.
9506034,Z.Phys.
3024,Nucl.Phys.
203277,Nucl.Phys.
9601114,Mod.Phys.Lett.
107089,Nucl.Phys.Proc.Suppl.
201151,JHEP
9405032,Phys.Rev.
208145,JHEP
9504138,Phys.
107073,Eur.Phys.J.
206015,Phys.Rev.
9406012,Phys.Lett.
106063,Prog.Theor.Phys.
112002,Phys.Rev.
7183,Phys.Rev.
9704158,Nucl.Phys.
7141,JHEP
3271,Phys.Rev.
9812121,Mod.Phys.Lett.
9506199,Int.J.Mod.Phys.
203239,Phys.Lett.
212056,JHEP
9901049,Phys.Rev.
9410137,Phys.Rev.
5059,JHEP
105175,Phys.Lett.
9704097,Nucl.Phys.
9509020,Phys.Rev.
9712077,Nucl.Phys.
9306106,Int.
9707123,JHEP
9606153,Nucl.Phys.
9310132,Annals
9912020,Mod.Phys.Lett.
9605216,Phys.Lett.
4148,Phys.Lett.
9405025,Int.J.Mod.Phys.
9602157,Phys.Rev.
9601026,Phys.Lett.
9307011,Nucl.
9506019,Z.Phys.
9903224,JHEP
9307079,Phys.Rev.
9406209,Phys.Lett.
9402010,Nucl.Phys.
9903190,Phys.Rev.Lett.
9502110,Phys.Lett.
105165,Mod.Phys.Lett.
9808132,Phys.Lett.
10104,JHEP
7139,Phys.Rev.
101211,Nucl.Phys.
9701165,Nucl.Phys.
7145,Nucl.Phys.
9404131,Phys.Lett.
9901005,Fortsch.Phys.
9706220,Int.J.Mod.Phys.
106206,Nucl.Phys.
203142,Phys.Rev.
9709106,J.Math.Phys.
5233,Class.Quant.Grav.
9807169,Phys.Lett.
9811132,Phys.Rev.
9711016,Phys.Rev.
9911086,Class.Quant.Grav.
205152,Phys.Lett.
9210110,Phys.Rev.
9910167,Phys.Rev.
9804018,Mod.Phys.Lett.
9406047,J.Math.Phys.
9603181,Nucl.Phys.
9803153,Int.J.Mod.Phys.
9707229,Prog.Theor.Phys.
108022,Phys.Lett.
112173,JHEP
9806193,Phys.Rev.
9305008,Prog.Theor.Phys.
201206,Phys.Lett.
8061,Nucl.Phys.
9803013,Lett.Math.Phys.
9211031,Mod.
9404074,Class.Quant.Grav.
9201008,Phys.Lett.
206226,Phys.Rev.
8027,Phys.Lett.
108167,JHEP
9710166,Nucl.Phys.
9505167,Phys.Lett.
9609056,Phys.Lett.
211161,Phys.Rev.
9810064,Adv.Theor.Math.Phys.
9602061,Fortsch.Phys.
2062,Theor.Math.Phys.
205089,JHEP
9312069,Lett.Math.Phys.
9301049,Phys.Rev.
101074,Nucl.Phys.
207074,JHEP
9705056,Phys.Rev.
9809104,J.Math.Phys.
107015,Nucl.Phys.
9402107,Commun.Math.Phys.
9610124,Phys.Rev.
9610011,Class.Quant.Grav.
10168,Phys.Lett.
104159,Phys.Rev.
9802012,Phys.Lett.
9810218,Phys.Rev.
9706102,Phys.Lett.
9908041,Nucl.Phys.
9706078,Nucl.Phys.
9805143,Nucl.Phys.
9810053,Nucl.Phys.
9811206,Phys.Rev.
9210163,Phys.
9807010,Int.J.Theor.Phys.
9810015,JHEP
9907140,Adv.Theor.Math.Phys.
9808193,Commun.Math.Phys.
9707197,Nucl.Phys.Proc.Suppl.
9903210,JHEP
9706164,Mod.Phys.Lett.
9608192,Phys.Rev.
9510038,Prog.Theor.Phys.
209263,Phys.Lett.
9705200,Nucl.Phys.
111194,Phys.Rev.
9605221,Phys.Rev.Lett.
9710217,Phys.Rev.
112082,JHEP
101061,Phys.Lett.
3261,Class.Quant.Grav.
6062,JHEP
9508044,Phys.Lett.
9203044,Nucl.
9401166,Phys.Lett.
211058,Phys.Rev.
9706185,Phys.Rev.
9806037,Phys.Lett.
9710240,Phys.Rev.
12169,Fortsch.Phys.
9406111,J.Phys.
9304141,Nucl.Phys.
9510138,Nucl.Phys.
1200,JHEP
9412144,Nucl.
9912257,Nucl.Phys.
9310039,Mod.
9605110,J.Math.Phys.
9502002,Mod.Phys.Lett.
9809105,Phys.Lett.
205161,Nucl.Phys.
9310062,Mod.Phys.Lett.
202191,JHEP
9609067,Phys.Rev.
112210,Fortsch.Phys.
9707199,Phys.Rev.
6196,Commun.Math.Phys.
9907070,Nucl.Phys.
9909103,Phys.Lett.
9905039,Mod.Phys.Lett.
9303142,Lett.Math.Phys.
9906081,JHEP
9907201,JHEP
9806114,Phys.Lett.
9909155,Phys.Rev.
109128,Phys.Rev.
106255,Phys.Rev.
9602028,Nucl.Phys.
205010,Phys.Rev.
9603045,Phys.Rev.
9910113,Mod.Phys.Lett.
9038,JHEP
1180,Phys.Rev.
207024,JHEP
9501029,Nucl.Phys.
9402145,Commun.Math.Phys.
5235,Class.Quant.Grav.
9812158,Nucl.Phys.
9067,Phys.Lett.
9604023,Phys.Lett.
9708121,Annals
201174,JHEP
9712126,Phys.Rev.Lett.
9301118,Phys.
9904216,Phys.Lett.
205258,JHEP
9804019,Phys.Lett.
9804150,Nucl.Phys.
9806206,Phys.Rev.
9502133,Nucl.Phys.
109065,JHEP
207131,Phys.Lett.
9710121,Phys.Lett.
11234,Nucl.Phys.
9805138,Phys.Lett.
110112,JHEP
112073,JHEP
9801171,Commun.Math.Phys.
111158,Phys.Lett.
9402049,Nucl.Phys.
2190,Phys.Lett.
9812017,Phys.Lett.
9612016,J.Phys.
9607143,J.Math.Phys.
9405150,J.Phys.
9408173,Mod.Phys.Lett.
9302040,Phys.Lett.
11111,Int.J.Mod.Phys.
5267,Phys.Lett.
103023,J.Geom.Phys.
9205082,Nucl.
9411048,Phys.Lett.
9607058,Int.J.Mod.Phys.
9310197,Phys.Lett.
